name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
ALLERGAN PLC,AGN,1578845,G0177J108 G0083B108 00507K103 942683103,NYSE,True,Domestic Common Stock Primary Class,Healthcare,Drug Manufacturers - General,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Ireland,b4351da06e3b96e86c24470f48c1ee2e
JPMORGAN CHASE & CO,JPM,19617,46625H100 16161A108,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Banks - Diversified,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,New York; U.S.A,9b2b5dd6bb56471237e8d985863c5a5d
GREAT LAKES BANCORP INC,GLK,840387,390914109 07262L101 07262L309,NYSE,True,Domestic Common Stock,Financial Services,Banks - Regional,6036,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking,USD,New York; U.S.A,598a02a97a2bc6cba9e7b4d6e519aff5
DOMINION ENERGY INC,D,715957,25746U109 257470104,NYSE,False,Domestic Common Stock Primary Class,Utilities,Utilities - Diversified,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,Virginia; U.S.A,6e2c03afdc0862ac8e58a6305e79e3e1
FIRSTENERGY CORP,FE,1031296,337932107,NYSE,False,Domestic Common Stock,Utilities,Utilities - Diversified,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,Ohio; U.S.A,602177984700ec606451bfbc904ceaf6
PMC SIERRA INC,PMCS,767920,69344F106 826485104,NASDAQ,True,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,California; U.S.A,04dfd257774291d1be63a9eec2469bcd
MARSHALL & ILSLEY CORP,MI,1399315,571837103 571834100,NYSE,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Wisconsin; U.S.A,1e67aac901a0676f560fcb0be8a9e001
REPUBLIC SERVICES INC,RSG,1060391,760759100,NYSE,False,Domestic Common Stock,Industrials,Waste Management,4953,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,,Almost Nothing,USD,Arizona; U.S.A,0cef7f1e75a9e9903140c5070e1fdc9e
HEARTLAND MEDIA ACQUISITION CORP,HMA,1850529,42237V108,NYSE,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Georgia; U.S.A,69a50c98179f06a1915a39c75f66c822
MIRION TECHNOLOGIES INC,MIR,1809987,36258Q105 60471A101,NYSE,False,Domestic Common Stock Primary Class,Industrials,Specialty Industrial Machinery,3829,Manufacturing,Measuring & Controlling Devices Nec,,Measuring and Control Equipment,USD,Georgia; U.S.A,9928617950c9c25d43b284a1d71f3362
NIELSEN HOLDINGS PLC,NLSN,1492633,G6518L108 N63218106,NYSE,True,Domestic Common Stock,Industrials,Consulting Services,7389,Services,Services-Business Services Nec,,Business Services,USD,New York; U.S.A,2ed616ff7a8b1f96b33b5d66ba12a092
TELEFLEX INC,TFX,96943,879369106,NYSE,False,Domestic Common Stock,Healthcare,Medical Instruments & Supplies,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,Pennsylvania; U.S.A,a1fbac8e0657a90b098113ffe8208c38
BMC SOFTWARE INC,BMC,835729,055921100,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Texas; U.S.A,b92ea1f9962718455d2ba2da84023640
TIME WARNER CABLE INC,TWC,1377013,88732J207 88732J108,NYSE,True,Domestic Common Stock,Consumer Cyclical,Entertainment,4841,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,USD,New York; U.S.A,690b774aacbc0df4fb79b6bb8e3633aa
REGENERON PHARMACEUTICALS INC,REGN,872589,75886F107,NASDAQ,False,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,New York; U.S.A,151510ef2e5157f34c88d82f340f1054
BROADVISION INC,BVSN,920448,111412706 111412102 111412607,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,ed4c0e5b1149fde796d33d6dcbbffae0
ATT WIRELESS SERVICES INC,AWE,1138234,00209A106,NYSE,True,Domestic Common Stock,Communication Services,Telecom Services,4812,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication,USD,Georgia; U.S.A,6142497944ee746a9375d508e1947b45
ANALOG DEVICES INC,ADI,6281,032654105,NASDAQ,False,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,Massachusetts; U.S.A,884947bdf8268194ba1b7e20c76eac70
XEROX HOLDINGS CORP,XRX,1770450,984121103 98421M106 984121608,NASDAQ,False,Domestic Common Stock,Technology,Information Technology Services,3577,Manufacturing,Computer Peripheral Equipment Nec,,Computers,USD,Connecticut; U.S.A,daae18df6b16e255d1c30e6957bb18c1
CENTERSPACE,CSR,798359,461730103 15202L107 461730509,NYSE,False,Domestic Common Stock Primary Class,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,North Dakota; U.S.A,1255c2fa5037b8c2a6b87fbb2f6280eb
MICROCHIP TECHNOLOGY INC,MCHP,827054,595017104,NASDAQ,False,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,Arizona; U.S.A,6c6c749f227226100f10d105bc40e2be
ARISTA NETWORKS INC,ANET,1596532,040413106,NYSE,False,Domestic Common Stock,Technology,Computer Hardware,3576,Manufacturing,Computer Communications Equipment,,Computers,USD,California; U.S.A,66577cd05b71a151b2ff15dbfec2f265
PEOPLESOFT INC,PSFT,875570,712713106,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,6f59b2ac0e34ceaed495a7b54d7b77d2
NEW YORK TIMES CO,NYT,71691,650111107,NYSE,False,Domestic Common Stock,Consumer Cyclical,Publishing,2711,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing,USD,New York; U.S.A,3ad0801fff4c0a520e3d9528c30eacdd
TYSON FOODS INC,TSN,100493,902494103,NYSE,False,Domestic Common Stock Primary Class,Consumer Defensive,Farm Products,2015,Manufacturing,Poultry Slaughtering And Processing,,Food Products,USD,Arkansas; U.S.A,e52825b5579c54455863ac6d0c5ca9c6
CARDINAL HEALTH INC,CAH,721371,14149Y108,NYSE,False,Domestic Common Stock,Healthcare,Medical Distribution,5122,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,,Wholesale,USD,Ohio; U.S.A,8d416f1079a651f8085e98bf68ff78c6
MURPHY OIL CORP,MUR,717423,626717102,NYSE,False,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Arkansas; U.S.A,9e02fbef17a8fec0258c50a361a07461
UNITED AIRLINES HOLDINGS INC,UAL,100517,910047109 902549807,NASDAQ,False,Domestic Common Stock,Industrials,Airlines,4512,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,USD,Illinois; U.S.A,c6127fd086b3cfb14398dc1f9755c009
MARRIOTT INTERNATIONAL INC,MAR,1048286,571903202 571900109,NASDAQ,False,Domestic Common Stock,Consumer Cyclical,Lodging,7011,Services,Hotels & Motels,,Restaraunts Hotels Motels,USD,Maryland; U.S.A,fc343457c644f05a2caee2b66a5f37be
CONOCOPHILLIPS,COP,1163165,20825C104 718507106,NYSE,False,Domestic Common Stock,Energy,Oil & Gas E&P,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Texas; U.S.A,68ee3be713abb5a8af2a5111e46c851c
COOPER TIRE & RUBBER CO,CTB,24491,216831107,NYSE,True,Domestic Common Stock,Consumer Cyclical,Auto Parts,3011,Manufacturing,Tires & Inner Tubes,,Automobiles and Trucks,USD,Ohio; U.S.A,e4f3004e806fff1761d25f0bf7801df3
DANA CORP,DCNAQ,26780,235811106,NYSE,True,Domestic Common Stock,Consumer Cyclical,Auto Parts,3714,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,USD,Ohio; U.S.A,d404caa6612110c1549e407caf205375
MEDTRONIC PLC,MDT,1613103,G5960L103 585055106,NYSE,False,Domestic Common Stock,Healthcare,Medical Devices,3845,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment,USD,Ireland,32951aa943580cf8c9741e3a9954d9a0
MOODYS CORP,MCO,1059556,615369105,NYSE,False,Domestic Common Stock,Financial Services,Financial Data & Stock Exchanges,7320,Services,Services-Consumer Credit Reporting Collection Agencies,,Business Services,USD,New York; U.S.A,daae758769916399f7e77e273c346488
NAVISTAR INTERNATIONAL CORP,NAV,808450,63934E108,NYSE,True,Domestic Common Stock Primary Class,Industrials,Farm & Heavy Construction Machinery,3711,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks,USD,Illinois; U.S.A,2a912b5acc3dedca2dde2a03d08e5465
SILICON GRAPHICS INC,SGID,802301,827056102,NASDAQ,True,Domestic Common Stock,Technology,Computer Hardware,3571,Manufacturing,Electronic Computers,,Computers,USD,New York; U.S.A,b4dbd4252f749e7d8ec7e3c5cef75222
FEDERAL REALTY INVESTMENT TRUST,FRT,34903,313747206 313747404 313745101,NYSE,False,Domestic Common Stock Primary Class,Real Estate,REIT - Retail,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Maryland; U.S.A,958e8251fc445e225fe6cbf8b8953465
GENUINE PARTS CO,GPC,40987,372460105,NYSE,False,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5013,Wholesale Trade,Wholesale-Motor Vehicle Supplies & New Parts,,Wholesale,USD,Georgia; U.S.A,d4841d02a0dbf6a6a2be75a82f22d12e
LEXMARK INTERNATIONAL INC,LXK,1001288,529771107,NYSE,True,Domestic Common Stock,Technology,Computer Hardware,3570,Manufacturing,Computer & Office Equipment,,Computers,USD,Kentucky; U.S.A,890af0f42805b8cdb9ef6f3dc623e2b9
APOLLO EDUCATION GROUP INC,APOL,929887,037604105,NASDAQ,True,Domestic Common Stock Primary Class,Consumer Defensive,Education & Training Services,8200,Services,Services-Educational Services,,Personal Services,USD,Arizona; U.S.A,82aa1730cbba7b6a4053faa0c6588b0e
FLOWSERVE CORP,FLS,30625,34354P105 266849108,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3561,Manufacturing,Pumps & Pumping Equipment,,Machinery,USD,Texas; U.S.A,0f77340f3aadc5490073ca0487c96a29
PROLOGIS INC,PLD,1045609,74340W103 00163T109,NYSE,False,Domestic Common Stock,Real Estate,REIT - Industrial,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,California; U.S.A,603ac35cbfd412fe7e32a3029d8dc21f
VERTEX PHARMACEUTICALS INC,VRTX,875320,92532F100,NASDAQ,False,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Massachusetts; U.S.A,3d3a79b1c71a8655a52ac7a7a08e214c
HASHICORP INC,HCP,1720671,418100103,NASDAQ,False,Domestic Common Stock,Technology,Software - Infrastructure,7371,Services,Services-Computer Programming Services,,Business Services,USD,California; U.S.A,1d677517349a4f09bc889ad8d417a4cb
ARCONIC CORP,ARNC,1790982,03966V107,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3350,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,,Steel Works Etc,USD,Pennsylvania; U.S.A,d288b19cc4cb81391048b902f4d4c69b
EQT CORP,EQT,33213,26884L109 294549100,NYSE,False,Domestic Common Stock Primary Class,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Pennsylvania; U.S.A,6ff9ba258392728631f2c9ec85837888
BRISTOL MYERS SQUIBB CO,BMY,14272,110122108,NYSE,False,Domestic Common Stock Primary Class,Healthcare,Drug Manufacturers - General,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,New York; U.S.A,14ce9d70c03ff34b8a92fd8d781e0526
MEAD JOHNSON NUTRITION CO,MJN,1452575,582839106,NYSE,True,Domestic Common Stock,Consumer Defensive,Packaged Foods,2000,Manufacturing,Food And Kindred Products,,Food Products,USD,Illinois; U.S.A,e07bd3e0d85ec90815b11d075ad9b423
XYLEM INC,XYL,1524472,98419M100,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3561,Manufacturing,Pumps & Pumping Equipment,,Machinery,USD,New York; U.S.A,7f64b8a0bbad35497efbed06275dfafe
HOME DEPOT INC,HD,354950,437076102,NYSE,False,Domestic Common Stock,Consumer Cyclical,Home Improvement Retail,5211,Retail Trade,Retail-Lumber & Other Building Materials Dealers,,Retail,USD,Georgia; U.S.A,78b9db29e6fba1ecbef2571bb4550fa0
AMETEK INC,AME,1037868,031100100,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3621,Manufacturing,Motors & Generators,,Electrical Equipment,USD,Pennsylvania; U.S.A,edd04a661285888be44c3dff0754f0c3
